Index,dry_DC,wet_DC,SNR
0,-3.228584899428455e-10,8.148296620769102e-11,0.3137819170951843
1,3.563317696464452e-10,-7.497146792267984e-10,-1.904590368270874
2,-1.190478604584655e-09,6.295740317963094e-11,0.3043721616268158
3,-2.7101487720671e-10,-4.40205129292881e-11,2.1508805751800537
4,-3.458466291128559e-10,2.1569430963541691e-10,-4.197616100311279
5,2.975265311899733e-10,2.646508290293781e-10,-6.68928861618042
6,-1.403192700921707e-10,1.1227093560384205e-10,0.07824618369340897
7,-1.2173627661482556e-09,6.000200891698171e-10,3.768278121948242
8,-2.4189550362763157e-10,-8.780509097583433e-10,2.582280397415161
9,1.6142924497142275e-10,-1.9862006483961636e-10,1.4769175052642822
10,-9.220093438733201e-11,4.909932460606115e-10,-3.384597063064575
11,2.284844709266043e-11,3.1956004509225977e-10,2.5757322311401367
12,-4.870195913220243e-10,-1.3693546296877912e-09,3.2694592475891113
13,-8.245309296439629e-11,1.5419597543253616e-10,5.543290138244629
14,-1.419335621255513e-10,3.855364916205417e-10,2.716374158859253
15,7.005408475535546e-10,-2.7939678565527815e-13,-1.720131754875183
16,-6.407499530958205e-10,-4.400809716642584e-10,2.3541676998138428
17,-3.2285849341229245e-12,-1.7120813100568455e-10,2.0865211486816406
18,-7.897615200702646e-11,6.012618736228603e-10,4.152150630950928
19,-1.8775463128672953e-10,5.0974387905133867e-11,0.19645856320858002
20,-1.9806127224408776e-11,-2.2880267125380271e-10,1.9791799783706665
21,3.374492005270291e-11,-7.76226305454486e-10,0.6895028948783875
22,-8.071462248571137e-11,1.37276953693366e-10,2.0945541858673096
23,-6.731599722087367e-10,4.4883538552475954e-10,-1.4089622497558594
24,-8.682409791127554e-10,-9.313225537987968e-12,-1.2655422687530518
25,1.655270642775264e-10,8.655712258054393e-10,3.5826685428619385
26,-9.089708152831832e-11,-3.846362117698732e-11,2.5861051082611084
27,-3.5514433061045736e-10,3.69176272885241e-10,-1.8508507013320923
28,-4.3213366912597806e-11,-1.6205012332015656e-10,3.8878366947174072
