gain,leq,loudness,zcr,pitch,confidence,flatness,hfc,file
-5.906055450439453,-24.4180850982666,1.4554401636123657,0.02179604396224022,333.3525085449219,0.9867030382156372,0.22195541858673096,10.917964935302734,egfxset/Clean/Bridge-Middle/1-0.wav
-8.609811782836914,-23.550216674804688,1.6265175342559814,0.04199010878801346,349.22686767578125,0.9761319160461426,0.22419048845767975,15.653321266174316,egfxset/Clean/Bridge-Middle/1-1.wav
-2.6344661712646484,-29.105627059936523,0.6178388595581055,0.03324052691459656,913.8541259765625,0.7869664430618286,0.16240786015987396,4.541030406951904,egfxset/Clean/Bridge-Middle/1-10.wav
-2.9287281036376953,-28.37374496459961,0.7049332857131958,0.045912981033325195,719.023681640625,0.8322188854217529,0.16046325862407684,5.204160690307617,egfxset/Clean/Bridge-Middle/1-11.wav
-2.045248031616211,-28.682621002197266,0.6243782043457031,0.04662982001900673,631.3949584960938,0.7986347079277039,0.15970128774642944,4.868082523345947,egfxset/Clean/Bridge-Middle/1-12.wav
-0.5836448669433594,-30.31937599182129,0.5075424909591675,0.05696060508489609,745.1184692382812,0.8430217504501343,0.16348423063755035,3.7784271240234375,egfxset/Clean/Bridge-Middle/1-13.wav
-2.875223159790039,-27.99320411682129,0.6486380100250244,0.057982880622148514,1002.627197265625,0.7488757967948914,0.143240824341774,5.580648899078369,egfxset/Clean/Bridge-Middle/1-14.wav
0.6997737884521484,-30.797929763793945,0.40447381138801575,0.08329039067029953,1332.9925537109375,0.6688945889472961,0.13732562959194183,3.2235522270202637,egfxset/Clean/Bridge-Middle/1-15.wav
-0.4360332489013672,-31.145530700683594,0.38664284348487854,0.06983460485935211,1476.513671875,0.6424903273582458,0.13385272026062012,2.9445483684539795,egfxset/Clean/Bridge-Middle/1-16.wav
1.673391342163086,-32.34117889404297,0.2998356819152832,0.07839927077293396,1748.562744140625,0.5730240941047668,0.11666180938482285,2.4017181396484375,egfxset/Clean/Bridge-Middle/1-17.wav
-8.992700576782227,-22.82151222229004,1.4065542221069336,0.07185837626457214,1394.43017578125,0.6386804580688477,0.1408691555261612,17.765621185302734,egfxset/Clean/Bridge-Middle/1-18.wav
-9.531309127807617,-22.27373504638672,1.5829578638076782,0.07288064807653427,1462.0167236328125,0.6295033693313599,0.14269781112670898,20.410621643066406,egfxset/Clean/Bridge-Middle/1-19.wav
-9.410417556762695,-22.477737426757812,1.9759464263916016,0.025064410641789436,372.6318664550781,0.9872598648071289,0.22281493246555328,16.50977325439453,egfxset/Clean/Bridge-Middle/1-2.wav
-9.996587753295898,-21.709896087646484,1.785239577293396,0.06139669194817543,1221.4981689453125,0.678710401058197,0.16065426170825958,23.896554946899414,egfxset/Clean/Bridge-Middle/1-20.wav
-10.249826431274414,-21.451908111572266,1.8175227642059326,0.07536569237709045,1412.934814453125,0.6419318914413452,0.1528095006942749,27.117656707763672,egfxset/Clean/Bridge-Middle/1-21.wav
-9.150411605834961,-21.681007385253906,1.6814590692520142,0.07466962933540344,1568.6121826171875,0.5503383278846741,0.14454257488250732,27.27482795715332,egfxset/Clean/Bridge-Middle/1-22.wav
-7.287881851196289,-25.192726135253906,1.1825482845306396,0.03014669194817543,403.826904296875,0.9861931800842285,0.20321497321128845,12.02110767364502,egfxset/Clean/Bridge-Middle/1-3.wav
-8.246728897094727,-23.940866470336914,1.4801064729690552,0.042093999683856964,465.4313049316406,0.9585170149803162,0.20214249193668365,15.52242374420166,egfxset/Clean/Bridge-Middle/1-4.wav
-6.950159072875977,-24.846206665039062,1.232765793800354,0.040024518966674805,491.0221862792969,0.9153291583061218,0.18553633987903595,11.841050148010254,egfxset/Clean/Bridge-Middle/1-5.wav
-3.9462032318115234,-25.925392150878906,0.9753633141517639,0.0271193478256464,471.08880615234375,0.9439224600791931,0.1801598072052002,8.755505561828613,egfxset/Clean/Bridge-Middle/1-6.wav
-4.229381561279297,-26.744361877441406,0.880033016204834,0.02839719131588936,494.5531311035156,0.9689918756484985,0.19430416822433472,7.802565574645996,egfxset/Clean/Bridge-Middle/1-7.wav
-5.827848434448242,-25.816686630249023,1.0534836053848267,0.037963349372148514,523.554931640625,0.971579909324646,0.20196570456027985,10.622847557067871,egfxset/Clean/Bridge-Middle/1-8.wav
-5.471216201782227,-26.305591583251953,0.9296340346336365,0.0453706793487072,755.040283203125,0.8399974703788757,0.17535418272018433,9.553243637084961,egfxset/Clean/Bridge-Middle/1-9.wav
-8.740114212036133,-21.601036071777344,2.577557325363159,0.024769365787506104,246.31207275390625,0.9929181933403015,0.23898503184318542,13.902993202209473,egfxset/Clean/Bridge-Middle/2-0.wav
-11.325662612915039,-20.532045364379883,2.9192821979522705,0.02254820428788662,312.0101623535156,0.9939570426940918,0.24990417063236237,19.560842514038086,egfxset/Clean/Bridge-Middle/2-1.wav
-7.608985900878906,-24.621944427490234,1.3521751165390015,0.041732463985681534,751.812255859375,0.7911027073860168,0.16889405250549316,9.932069778442383,egfxset/Clean/Bridge-Middle/2-10.wav
-7.280817031860352,-24.751195907592773,1.4454063177108765,0.025623338297009468,459.9367370605469,0.9710888266563416,0.1885344386100769,8.857529640197754,egfxset/Clean/Bridge-Middle/2-11.wav
-7.455682754516602,-24.99032211303711,1.3634552955627441,0.027192071080207825,494.7049560546875,0.9693328142166138,0.18251484632492065,8.267635345458984,egfxset/Clean/Bridge-Middle/2-12.wav
-7.913043975830078,-24.368244171142578,1.4943289756774902,0.031382977962493896,569.3109741210938,0.9548782110214233,0.18775449693202972,10.636558532714844,egfxset/Clean/Bridge-Middle/2-13.wav
-8.227640151977539,-23.968637466430664,1.6017736196517944,0.03418176621198654,600.0410766601562,0.937497615814209,0.1831716150045395,10.148311614990234,egfxset/Clean/Bridge-Middle/2-14.wav
-8.737176895141602,-23.425426483154297,1.7898354530334473,0.03022564761340618,635.4846801757812,0.9664575457572937,0.18945297598838806,11.043010711669922,egfxset/Clean/Bridge-Middle/2-15.wav
