gain,leq,loudness,zcr,pitch,confidence,flatness,hfc,file
-3.0604896545410156,-28.92519760131836,0.7213318943977356,0.05522356927394867,344.79339599609375,0.9489399194717407,0.1307528167963028,5.69002103805542,egfxset/Spring Reverb/Bridge-Middle/1-0.wav
-10.407007217407227,-23.63424301147461,1.807891845703125,0.06381940096616745,334.3052062988281,0.95089191198349,0.15249305963516235,19.434011459350586,egfxset/Spring Reverb/Bridge-Middle/1-1.wav
-2.5253772735595703,-30.143264770507812,0.5662527680397034,0.10742603242397308,393.5157775878906,0.826380729675293,0.0975976288318634,5.170684337615967,egfxset/Spring Reverb/Bridge-Middle/1-10.wav
-2.9849891662597656,-28.695268630981445,0.777054488658905,0.07748711854219437,440.1531066894531,0.8640494346618652,0.11217126250267029,5.504615783691406,egfxset/Spring Reverb/Bridge-Middle/1-11.wav
-2.592527389526367,-31.091033935546875,0.43469011783599854,0.11236079037189484,436.2851257324219,0.7611740827560425,0.08735372126102448,4.72160005569458,egfxset/Spring Reverb/Bridge-Middle/1-12.wav
-5.185522079467773,-29.379655838012695,0.6443747282028198,0.09977767616510391,492.2743225097656,0.8335804343223572,0.102801114320755,6.6884284019470215,egfxset/Spring Reverb/Bridge-Middle/1-13.wav
-1.6774253845214844,-29.372156143188477,0.5838525891304016,0.09965716302394867,479.2510070800781,0.7900582551956177,0.08778437972068787,6.686359405517578,egfxset/Spring Reverb/Bridge-Middle/1-14.wav
-2.489931106567383,-30.7864990234375,0.5021836161613464,0.09553482383489609,535.3539428710938,0.8508052825927734,0.09572981297969818,4.5876617431640625,egfxset/Spring Reverb/Bridge-Middle/1-15.wav
0.4035015106201172,-32.19190979003906,0.38622981309890747,0.08880693465471268,589.4044799804688,0.8632756471633911,0.09268607944250107,4.6794023513793945,egfxset/Spring Reverb/Bridge-Middle/1-16.wav
0.6225910186767578,-32.898990631103516,0.34682324528694153,0.11576628684997559,554.9205322265625,0.7654993534088135,0.08634226024150848,3.363845109939575,egfxset/Spring Reverb/Bridge-Middle/1-17.wav
-7.875862121582031,-24.90716552734375,1.1305453777313232,0.09183011949062347,638.8896484375,0.8589064478874207,0.10387492179870605,16.606901168823242,egfxset/Spring Reverb/Bridge-Middle/1-18.wav
-9.15308952331543,-22.403095245361328,1.9838708639144897,0.07756607234477997,720.3536376953125,0.8827959895133972,0.11768582463264465,23.122074127197266,egfxset/Spring Reverb/Bridge-Middle/1-19.wav
-7.62434196472168,-23.084714889526367,2.163588285446167,0.024680020287632942,372.8527526855469,0.9888944625854492,0.16814027726650238,14.337846755981445,egfxset/Spring Reverb/Bridge-Middle/1-2.wav
-9.795801162719727,-22.865421295166016,1.7796647548675537,0.07658950984477997,799.33837890625,0.8999960422515869,0.12051475048065186,23.938570022583008,egfxset/Spring Reverb/Bridge-Middle/1-20.wav
-10.324743270874023,-22.985671997070312,1.7779335975646973,0.08431681990623474,824.6046142578125,0.8908126354217529,0.12104906141757965,22.744680404663086,egfxset/Spring Reverb/Bridge-Middle/1-21.wav
-7.572690963745117,-23.079875946044922,1.4442154169082642,0.09750041365623474,809.5641479492188,0.84693843126297,0.10506010800600052,27.228267669677734,egfxset/Spring Reverb/Bridge-Middle/1-22.wav
-6.70710563659668,-25.44415283203125,1.2912076711654663,0.06907828897237778,343.60089111328125,0.9428529143333435,0.13578325510025024,14.776632308959961,egfxset/Spring Reverb/Bridge-Middle/1-3.wav
-8.21036148071289,-24.535259246826172,1.5211957693099976,0.041331447660923004,409.71600341796875,0.9768561124801636,0.15103785693645477,17.937509536743164,egfxset/Spring Reverb/Bridge-Middle/1-4.wav
-7.045265197753906,-25.95634651184082,1.137244462966919,0.09064993262290955,327.76318359375,0.8548764586448669,0.11785835027694702,12.313010215759277,egfxset/Spring Reverb/Bridge-Middle/1-5.wav
-6.9298248291015625,-26.22882843017578,0.9994099736213684,0.06824925541877747,366.97198486328125,0.8875765800476074,0.11299970746040344,9.778511047363281,egfxset/Spring Reverb/Bridge-Middle/1-6.wav
-5.261846542358398,-27.09122085571289,0.8798522353172302,0.08952169120311737,344.71429443359375,0.8628270030021667,0.10895213484764099,10.643567085266113,egfxset/Spring Reverb/Bridge-Middle/1-7.wav
-9.55522346496582,-25.2041072845459,1.242949366569519,0.08066821843385696,414.84552001953125,0.9018476009368896,0.12246555835008621,16.76301383972168,egfxset/Spring Reverb/Bridge-Middle/1-8.wav
-6.581855773925781,-26.921674728393555,0.9212281703948975,0.09197764098644257,467.7450256347656,0.9043027758598328,0.1141224130988121,10.707683563232422,egfxset/Spring Reverb/Bridge-Middle/1-9.wav
-9.87870979309082,-21.812746047973633,2.5027644634246826,0.0315803699195385,250.70664978027344,0.9799309372901917,0.15580514073371887,16.214155197143555,egfxset/Spring Reverb/Bridge-Middle/2-0.wav
-12.808412551879883,-18.451387405395508,4.23909854888916,0.029778921976685524,293.8365478515625,0.9834420680999756,0.1786251813173294,27.253448486328125,egfxset/Spring Reverb/Bridge-Middle/2-1.wav
-5.447147369384766,-27.145788192749023,0.8613412976264954,0.09404297173023224,318.4441223144531,0.8308272957801819,0.10930147022008896,13.270303726196289,egfxset/Spring Reverb/Bridge-Middle/2-10.wav
-8.069326400756836,-25.305377960205078,1.3140580654144287,0.05156249925494194,392.88873291015625,0.9304826259613037,0.12403737008571625,12.45527172088623,egfxset/Spring Reverb/Bridge-Middle/2-11.wav
